"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"21","I’m pretty sure Darci Lynn Farmer is adorably ordering Chipotle right now",FALSE,0,NA,2017-11-30 02:05:35,FALSE,NA,"936053565658976257",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JordofthePies",0,FALSE,FALSE,NA,NA
"22","RT @DukesnDuchesses: Serve up a hearty panini sandwich with roast beef and chipotle cheese on naan bread! #recipe https://t.co/v6It1VoC99 h…",FALSE,0,NA,2017-11-30 02:05:32,FALSE,NA,"936053554112090112",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","mygreenerway",1,TRUE,FALSE,NA,NA
"23","THANK YOU TO EVERYONE WHO WENT TO CHIPOTLE TONIGHT FOR DINNER TO… https://t.co/1g0u3Lgmsy",FALSE,0,NA,2017-11-30 02:05:32,FALSE,NA,"936053551721304066",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","pamil0468",0,FALSE,FALSE,NA,NA
"24","Once this chipotle opens up, its curtains.",FALSE,0,NA,2017-11-30 02:05:17,FALSE,NA,"936053490866098179",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","effortlessKev",0,FALSE,FALSE,NA,NA
"25","RT @dezarnez: When you gotta press the worker behind the table at chipotle because he doesn’t want to give you enough chicken in your bowl…",FALSE,0,NA,2017-11-30 02:04:19,FALSE,NA,"936053247072198656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RhyanLomax",2,TRUE,FALSE,NA,NA
"26","@ChipotleTweets Hi Chipotle!",FALSE,0,"ChipotleTweets",2017-11-30 02:04:09,FALSE,"933034901745496065","936053202256097280","141341662","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dashingmattboy",0,FALSE,FALSE,NA,NA
"27","RT @JonahGreen: Still better than chipotle queso https://t.co/VDhDRxcm3a",FALSE,0,NA,2017-11-30 02:04:03,FALSE,NA,"936053178033999872",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mega_meoww",52,TRUE,FALSE,NA,NA
"28","Steve Ells wanted to open a fine-dining restaurant, instead he built a burrito empire https://t.co/dcQEbck6ep",FALSE,0,NA,2017-11-30 02:03:52,FALSE,NA,"936053131938598914",NA,"<a href=""https://contentgems.com"" rel=""nofollow"">ContentGems</a>","FairHousingSFV",0,FALSE,FALSE,NA,NA
"29","RT @emilyvaughn_: putting the lid back on a chipotle bowl https://t.co/TPLIkcD3YW",FALSE,0,NA,2017-11-30 02:03:46,FALSE,NA,"936053105707421696",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","shelby_lynn131",2,TRUE,FALSE,NA,NA
"30","RT @lenadunhamapols: Lena Dunham Apologizes On Her Tumblr Blog For Her New Book About How She  Also 'Kneels In Solidarity With Her People'…",FALSE,0,NA,2017-11-30 02:03:37,FALSE,NA,"936053071284785157",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","roccokoolaid",247,TRUE,FALSE,NA,NA
"31","I’ve never really won any sort of contest or drawing before, but if I could choose anything, I’d wanna win free chipotle for a year<U+2764><U+FE0F><ed><U+00A0><U+00BC><ed><U+00BC><U+00AF>",FALSE,0,NA,2017-11-30 02:03:37,FALSE,NA,"936053070252969984",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EpicShrout",0,FALSE,FALSE,NA,NA
"32","RT @JoeyGraceffa: Chipotle saved my life today <ed><U+00A0><U+00BC><ed><U+00BC><U+00AF>",FALSE,0,NA,2017-11-30 02:03:27,FALSE,NA,"936053026086948864",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Samuel_Adams2",272,TRUE,FALSE,NA,NA
"33","Stingy chipotle workers are the same people that remind the teacher homework was due",FALSE,0,NA,2017-11-30 02:03:24,FALSE,NA,"936053016544686080",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Paulwin55",0,FALSE,FALSE,NA,NA
"34","RT @westmiamimiddle: Chipotle Night Fundraiser Coming December 6th! https://t.co/VqzEZUf9B5",FALSE,0,NA,2017-11-30 02:03:09,FALSE,NA,"936052950224515074",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wmmscience",1,TRUE,FALSE,NA,NA
"35","Chipotle's Next CEO May Need to Be Less Gourmet Chef, More McDonald's Manager https://t.co/UzyEk9mZHE https://t.co/hkieAsWaU7",FALSE,0,NA,2017-11-30 02:02:42,FALSE,NA,"936052838148407296",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","analystabhishek",0,FALSE,FALSE,NA,NA
"36","RT @The_Jenius: A10 This Chicken chipotle in fried tostadas from Posada Luna del Sur in Tulum, Mexico was delish #foodtravelchat https://t.…",FALSE,0,NA,2017-11-30 02:02:17,FALSE,NA,"936052733521678336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FoodTravelChat",4,TRUE,FALSE,NA,NA
"37","i just made my family buy chipotle so we could sit and watch the vsfs again bc of harry https://t.co/wcx51N0S31",FALSE,6,NA,2017-11-30 02:02:07,FALSE,NA,"936052692815933440",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","harrytour",0,FALSE,FALSE,NA,NA
"38","RT @ohmywavess: Depressed? @ChipotleTweets Mad? @ChipotleTweets Failing all your classes? @ChipotleTweets Hungry for something other than C…",FALSE,0,NA,2017-11-30 02:01:36,FALSE,NA,"936052562528055296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","zepedajackie51",5,TRUE,FALSE,NA,NA
"39","RT @xyonzzz: dont ever go to chipotle in forestville , line rl long <ed><U+00A0><U+00BD><ed><U+00B8><U+0090>",FALSE,0,NA,2017-11-30 02:01:31,FALSE,NA,"936052540994674689",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ohhthatssandra",1,TRUE,FALSE,NA,NA
"40","RT @ChrisMustard: a posse of hardcore kids just walked into chipotle with matching Foundation shirts and told me I didn’t know what real mu…",FALSE,0,NA,2017-11-30 02:01:30,FALSE,NA,"936052538364833793",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mxhel_",5,TRUE,FALSE,NA,NA
"41","@Gloriaabm Prepara chilaquiles, pero no de los aguaditos, si no tostados, con una salsa de tomate con chipotle, ayyyyy Papantla<ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>",FALSE,0,"Gloriaabm",2017-11-30 02:01:26,FALSE,"936050557999075328","936052519121272832","157057751","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","edwin_aug",0,FALSE,FALSE,NA,NA
"42","RT @AcabalJulian: Mark your calendars for December 13th, nothing like being alive and a raider and eating Chipotle. https://t.co/iUJ2ICzJrh",FALSE,0,NA,2017-11-30 02:01:20,FALSE,NA,"936052493615812608",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","coopil101",2,TRUE,FALSE,NA,NA
"43","Chickfila and jack are my shit rt im always down for chipotle too though",FALSE,0,NA,2017-11-30 02:01:10,FALSE,NA,"936052454755569664",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_avigailc",0,FALSE,FALSE,NA,NA
"44","RT @SRHSgirlsoccer: COME SUPPORT SRHS GIRLS SOCCER AT CHIPOTLE TONIGHT!!! MAKE SURE TO SHOW THIS FLYER TO THE CASHIER!! https://t.co/q9wxiq…",FALSE,0,NA,2017-11-30 02:01:08,FALSE,NA,"936052446291300353",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","McmurrenM",2,TRUE,FALSE,NA,NA
"45","Whenever I start to doubt myself I just remember that there are actually people in this world who think Qdoba is better than Chipotle",FALSE,0,NA,2017-11-30 02:00:57,FALSE,NA,"936052397360730114",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lauren_ferreri",0,FALSE,FALSE,NA,NA
"46","Me thinking about when I get money: *I’m going to buy myself all these things and actually be able to go to the mal… https://t.co/G9vnWkElWU",FALSE,0,NA,2017-11-30 02:00:49,TRUE,NA,"936052365215633408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JersieMonroe",0,FALSE,FALSE,NA,NA
"47","Very heartening to see America's top purveyor of E.coli, #Chipotle, doing so badly. 
 I'll never forget their smug,… https://t.co/Iora4Gls12",FALSE,0,NA,2017-11-30 02:00:39,TRUE,NA,"936052324350304256",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","InfiniteRegress",0,FALSE,FALSE,NA,NA
"48","Veggie bowls at chipotle come with free witch guacamole, they charged me for a chicken bowl with a side of guacamole <ed><U+00A0><U+00BD><ed><U+00B9><U+0084>",FALSE,1,NA,2017-11-30 02:00:35,FALSE,NA,"936052306906251266",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Justinvasquez22",0,FALSE,FALSE,NA,NA
"49","RT @jacquelineeph: Someone get me chipotle",FALSE,0,NA,2017-11-30 02:00:32,FALSE,NA,"936052295711813632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","desmonnnn",1,TRUE,FALSE,NA,NA
"50","RT @raelynjaynes06: I’m salty <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9> I just want some chipotle",FALSE,0,NA,2017-11-30 02:00:15,FALSE,NA,"936052223590785024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Truu_Jayy",1,TRUE,FALSE,NA,NA
"51","RT @mjordan3500: If you go to chipotle and get quac  on your borrito, every single chipotle employee hates you<ed><U+00A0><U+00BE><ed><U+00B4><U+00B7><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD> (including me)",FALSE,0,NA,2017-11-30 02:00:07,FALSE,NA,"936052189252018177",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HallieJude",1,TRUE,FALSE,NA,NA
"52","dont ever go to chipotle in forestville , line rl long <ed><U+00A0><U+00BD><ed><U+00B8><U+0090>",FALSE,0,NA,2017-11-30 02:00:06,FALSE,NA,"936052183493201926",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","xyonzzz",1,FALSE,FALSE,NA,NA
"53","@pizzapartyally That sounds painful. Do us both a favor: try the Honey-Chipotle Crispers &amp; Waffles.",FALSE,0,"pizzapartyally",2017-11-30 01:59:43,FALSE,"936050320710492161","936052089092001792","25164163","<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>","Chilis",0,FALSE,FALSE,NA,NA
"54","cait just called chipotle panera.

OKAY",FALSE,0,NA,2017-11-30 01:59:39,FALSE,NA,"936052071748468737",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jayymariefams",0,FALSE,FALSE,NA,NA
"55","RT @The_Jenius: A10 This Chicken chipotle in fried tostadas from Posada Luna del Sur in Tulum, Mexico was delish #foodtravelchat https://t.…",FALSE,0,NA,2017-11-30 01:59:24,FALSE,NA,"936052009630810112",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","street_brice",4,TRUE,FALSE,NA,NA
"56","Today I saw a lady stuffing her face with a Chipotle burrito in her car outside the gym. It made me happy because n… https://t.co/Cut6RPqc4i",FALSE,2,NA,2017-11-30 01:58:49,TRUE,NA,"936051860590465024",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kebes02",0,FALSE,FALSE,NA,NA
"57","If you go to chipotle and get quac  on your borrito, every single chipotle employee hates you<ed><U+00A0><U+00BE><ed><U+00B4><U+00B7><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD> (including me)",FALSE,2,NA,2017-11-30 01:58:34,FALSE,NA,"936051800695803904",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mjordan3500",1,FALSE,FALSE,NA,NA
"58","RT @annebowers_: 44. the reason i went to chipotle for the first time aka the reason why my life was changed forever https://t.co/mfHHCdrEu3",FALSE,0,NA,2017-11-30 01:58:31,FALSE,NA,"936051787144093697",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","leaahhh18",11424,TRUE,FALSE,NA,NA
"59","RT @ayeyodanthecan: mmm i could really go for some chipotle",FALSE,0,NA,2017-11-30 01:58:29,FALSE,NA,"936051778939912192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KlineAndie",2,TRUE,FALSE,NA,NA
"60","Chipotle is 100% my comfort food",FALSE,1,NA,2017-11-30 01:57:44,FALSE,NA,"936051589550239744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","danatombrello",0,FALSE,FALSE,NA,NA
"61","@Kush_Ken yuck @ chipotle. Go to bullritos.",FALSE,0,"Kush_Ken",2017-11-30 01:57:18,FALSE,"936049641279369216","936051481941299200","25533930","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TaraLee_Heaux",0,FALSE,FALSE,NA,NA
"62","RT @KayleaBowers: Wow, a reason to get chipotle...tragic https://t.co/Ao2h55MxDH",FALSE,0,NA,2017-11-30 01:57:17,FALSE,NA,"936051477776347136",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Donny_Geil",5,TRUE,FALSE,NA,NA
"63","@ChipotleTweets @RealKurbii @Wendys roast Chipotle real quick",FALSE,0,"ChipotleTweets",2017-11-30 01:57:01,FALSE,"936034291741548545","936051410814324736","141341662","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ParkLagging",0,FALSE,FALSE,NA,NA
"64","RT @fuckkdarion: chipotle still undefeated",FALSE,0,NA,2017-11-30 01:57:00,FALSE,NA,"936051404334161921",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","djrevanew",1,TRUE,FALSE,NA,NA
"65","I’m curious to see what direction Chipotle is going to go after Steve steps down. I couldn’t imagine founding a com… https://t.co/g9umg1HWCv",FALSE,0,NA,2017-11-30 01:56:42,TRUE,NA,"936051328878604288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jkyler09",0,FALSE,FALSE,NA,NA
"66","Whoever finds my debit card I’ll buy you chipotle",FALSE,0,NA,2017-11-30 01:56:31,FALSE,NA,"936051284888694784",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KulasJess",0,FALSE,FALSE,NA,NA
"67","Wings....chipotle <ed><U+00A0><U+00BD><ed><U+00B8><U+00B7> https://t.co/BGh1EOAWUw",FALSE,0,NA,2017-11-30 01:56:29,FALSE,NA,"936051272637145089",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RudeBoyATOWN",0,FALSE,FALSE,NA,NA
"68","@jen_tellez Sorry to hear. Would you mind sending us a message at https://t.co/nrhUDiEk7G with more details? -James",FALSE,0,"jen_tellez",2017-11-30 01:56:24,FALSE,"936050463249596416","936051255427911680","164326654","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","ChipotleTweets",0,FALSE,FALSE,NA,NA
"69","RT @cookwith5kids: Need a quick appetizer to serve at your next holiday party? My Queso Compuesto is sure to please! This meatless dish mad…",FALSE,0,NA,2017-11-30 01:56:19,FALSE,NA,"936051232707190784",NA,"<a href=""https://www.pushbe.com"" rel=""nofollow"">Our Scheduling App</a>","Whoneedsacape",98,TRUE,FALSE,NA,NA
"70","Me voy a morir si le sigo echando mayo con chipotle a todo",FALSE,0,NA,2017-11-30 01:55:57,FALSE,NA,"936051138318790657",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wipitip",0,FALSE,FALSE,NA,NA
"71","@ChipotleTweets @jakereeves_ gabe from chipotle really slidin into the dms on the job what a g",FALSE,0,"ChipotleTweets",2017-11-30 01:55:55,FALSE,"935924824471474176","936051131045773312","141341662","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","robbie_cramer",0,FALSE,FALSE,NA,NA
"72","Chipotle charges way too much for Guac, but the food doesn't taste right without Guac.",FALSE,1,NA,2017-11-30 01:55:55,FALSE,NA,"936051130848759810",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ayrabia_H",0,FALSE,FALSE,NA,NA
"73","Chipotle Night Fundraiser Coming December 6th! https://t.co/VqzEZUf9B5",FALSE,1,NA,2017-11-30 01:55:41,FALSE,NA,"936051072216551425",NA,"<a href=""http://www.educationalnetworks.net"" rel=""nofollow"">Educational Networks CMS</a>","westmiamimiddle",1,FALSE,FALSE,NA,NA
"74","RT @The_Jenius: A10 This Chicken chipotle in fried tostadas from Posada Luna del Sur in Tulum, Mexico was delish #foodtravelchat https://t.…",FALSE,0,NA,2017-11-30 01:55:39,FALSE,NA,"936051065136574464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RewardMyShoppin",4,TRUE,FALSE,NA,NA
"75","my fatass just ate 4 Chicken Chipotle Loaded Grillers from @tacobell and i just realized my mistake :/",FALSE,0,NA,2017-11-30 01:55:36,FALSE,NA,"936051050364264449",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KillerxReedAE",0,FALSE,FALSE,NA,NA
"76","RT @NBCNews: After safety scares and tumbling stock, Chipotle founder and CEO steps down https://t.co/xIQjNqrMFc https://t.co/zURN5AFwNW",FALSE,0,NA,2017-11-30 01:55:09,FALSE,NA,"936050939512934401",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Real_Infinity95",47,TRUE,FALSE,NA,NA
"77","With that being said chipotle run <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>",FALSE,0,"ashfitz90",2017-11-30 01:55:01,FALSE,"936050773712130048","936050907430686720","135652339","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ashfitz90",0,FALSE,FALSE,NA,NA
"78","@the_dommy_lama Moes &gt; qdoba &gt; chipotle. Chipotle stinks out loud",FALSE,1,"the_dommy_lama",2017-11-30 01:54:52,FALSE,"936050606539722758","936050868830564354","290331324","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WTP_millertime",0,FALSE,FALSE,NA,NA
"79","Local artisan <ed><U+00A0><U+00BD><ed><U+00B1><U+00A9><U+200D><ed><U+00A0><U+00BC><ed><U+00BD><U+00B3> busy at work filling orders! Have your tried our Chipotle &amp; Cardamom spread… https://t.co/VJUW1Mfv8t",FALSE,0,NA,2017-11-30 01:54:44,FALSE,NA,"936050834277838849",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","crookedtreefood",0,FALSE,FALSE,"-80.21831","44.49269"
"80","RT @mpsaz: Hurry to a Mesa Chipotle by 9, and 50% of all proceeds will benefit students &amp; teachers through the Mesa Public Schools Foundati…",FALSE,0,NA,2017-11-30 01:54:29,FALSE,NA,"936050771229007872",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MVHSStuco",1,TRUE,FALSE,NA,NA
"81","RT @eigRR: There’s no way people actually think Chipotle is better than Qdoba",FALSE,0,NA,2017-11-30 01:54:25,FALSE,NA,"936050752593760256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aleshia_dawn11",6,TRUE,FALSE,NA,NA
"82","@lqs1983 @waterstars @westland_will shes the generic chipotle/starbucks customer.",FALSE,0,"lqs1983",2017-11-30 01:54:19,FALSE,"935939234619318272","936050728614764544","3265185842","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","draconnection",0,FALSE,FALSE,NA,NA
"83","If you have a large, hella custom order at Chipotle and you don’t order ahead, you an evil person.",FALSE,0,NA,2017-11-30 01:53:55,FALSE,NA,"936050629654413313",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","xomariahalexa",0,FALSE,FALSE,NA,NA
